omega_keV,dPhi_dw_ma0keV_cm2_s_keV,dPhi_dw_ma10keV_cm2_s_keV,dPhi_dw_ma130keV_cm2_s_keV
13.6832,4.644303e+08,3.170038e+08,0.000000e+00
13.7231,4.525380e+08,3.099150e+08,0.000000e+00
13.7631,4.409409e+08,3.029629e+08,0.000000e+00
13.8031,4.296319e+08,2.961459e+08,0.000000e+00
13.8431,4.186043e+08,2.894624e+08,0.000000e+00
13.8831,4.078514e+08,2.829104e+08,0.000000e+00
13.9230,3.973664e+08,2.764884e+08,0.000000e+00
13.9630,3.871431e+08,2.701944e+08,0.000000e+00
14.0030,3.771751e+08,2.640266e+08,0.000000e+00
14.0430,3.674564e+08,2.579833e+08,0.000000e+00
14.0830,3.579809e+08,2.520627e+08,0.000000e+00
14.1229,3.487427e+08,2.462628e+08,0.000000e+00
14.1629,3.397362e+08,2.405819e+08,0.000000e+00
14.2029,3.309558e+08,2.350181e+08,0.000000e+00
14.2429,3.223959e+08,2.295696e+08,0.000000e+00
14.2829,3.140513e+08,2.242345e+08,0.000000e+00
14.3228,3.059168e+08,2.190110e+08,0.000000e+00
14.3628,2.979871e+08,2.138973e+08,0.000000e+00
14.4028,2.902575e+08,2.088916e+08,0.000000e+00
14.4428,2.827229e+08,2.039920e+08,0.000000e+00
14.4828,2.753787e+08,1.991967e+08,0.000000e+00
14.5227,2.682202e+08,1.945039e+08,0.000000e+00
14.5627,2.612429e+08,1.899119e+08,0.000000e+00
14.6027,2.544423e+08,1.854189e+08,0.000000e+00
14.6427,2.478141e+08,1.810231e+08,0.000000e+00
14.6827,2.413542e+08,1.767227e+08,0.000000e+00
14.7226,2.350583e+08,1.725162e+08,0.000000e+00
14.7626,2.289224e+08,1.684016e+08,0.000000e+00
14.8026,2.229427e+08,1.643774e+08,0.000000e+00
14.8426,2.171152e+08,1.604419e+08,0.000000e+00
14.8826,2.114363e+08,1.565933e+08,0.000000e+00
14.9225,2.059022e+08,1.528302e+08,0.000000e+00
14.9625,2.005093e+08,1.491507e+08,0.000000e+00
15.0025,1.952543e+08,1.455534e+08,0.000000e+00
15.0425,1.901336e+08,1.420366e+08,0.000000e+00
15.0825,1.851440e+08,1.385989e+08,0.000000e+00
15.1224,1.802822e+08,1.352385e+08,0.000000e+00
15.1624,1.755450e+08,1.319541e+08,0.000000e+00
15.2024,1.709294e+08,1.287441e+08,0.000000e+00
15.2424,1.664322e+08,1.256071e+08,0.000000e+00
15.2824,1.620506e+08,1.225415e+08,0.000000e+00
15.3223,1.577817e+08,1.195460e+08,0.000000e+00
15.3623,1.536226e+08,1.166190e+08,0.000000e+00
15.4023,1.495707e+08,1.137593e+08,0.000000e+00
15.4423,1.456232e+08,1.109654e+08,0.000000e+00
15.4823,1.417775e+08,1.082360e+08,0.000000e+00
15.5222,1.380311e+08,1.055698e+08,0.000000e+00
15.5622,1.343815e+08,1.029654e+08,0.000000e+00
